13;"ROMA - Raggiunto in Cdm l'accordo sul lodo Conte bis in materia di prescrizione, dopo una giornata molto tesa. È scontro aperto infatti all'interno della maggioranza sulla prescrizione. Dopo l'accordo Pd, M5S e Leu di esaminare a Palazzo Chigi solo il processo penale, arriva un duro attacco del premier a Italia viva: ""Fate opposizione aggressiva e maleducata, chiarite agli italiani"", dichiara a margine del 73esimo anniversario della fondazione dell'Ucid (Unione Cristiana imprenditori e dirigenti).  È il leader di Iv, Matteo Renzi, a replicare. ""Se Conte vuole aprire la crisi, lo faccia, Iv chiede di aprire cantieri"". ""Noi non siamo opposizione - ma non saremo mai quelli che per uno sgabello rinunciano a un principio"".
Vista l'innalzarsi della tensione, in serata c'è stata una telefonata fra il presidente del Consiglio e Sergio Mattarella. Premier e capo dello Stato si erano già visti in mattinata in occasione di un evento alla Corte dei Conti. I ministri di Italia Viva non hanno partecipato al Cdm.
Renzi: ""Garantismo e giustizialismo non sono la stessa cosa""
""La discussione è tutta sulla giustizia - continua Renzi - perché è il terreno sul quale il populismo trova più facile possibilità di entrare. Da questo punto di vista dico senza polemica al presidente del consiglio: non si può dire che garantismo e giustizialismo siano la stessa cosa. È un'assurdità. È come se qualcuno dicesse che democrazia e dittatura sono la stessa cosa"".
Prescrizione, Conte:""Da Italia Viva opposizione aggressiva, deve chiarire agli italiani""
		 
         
    						
											
						in riproduzione....
					
				
			
    	
    	
        
	         
	         	
	         		Condividi
	         	 
	         
        
        
    
    
""Se si vuole lavorare - conclude Renzi - mettiamoci tutti insieme. Se qualcuno vuole staccare la spina, lo faccia, prendendosene la responsabilità sapendo che noi non accetteremo mai nè ricatti, nè minacce"".
Se il partito renziano replica sostenendo di non ""accettare le provocazioni del premier"" e di volere ""discutere il merito delle cose su cui Conte sfugge"", Zingaretti dà man forte al presidente del Consiglio. ""Bene il richiamo - commenta il segretario dem - è giusto reagire alle fibrillazioni di Iv"". ""Non siamo in presenza di crisi, conte ha chiesto chiarezza"", ha poi precisato.
Sulla stessa linea di Zingaretti il ministro per i Rapporti con il Parlamento, Federico D'Incà: ""Concordiamo con quanto ha detto il presidente Conte: si ritrovi subito uno spirito costruttivo"".
Renzi, non andiamo al Cdm e Conte non è il preside
""I populisti seguono i sondaggi day by day - è l'affondo di Renzi - ma se uno segue una battaglia lo fa anche quando non conviene. Questa non è una battaglia che porta consenso elettorale, ma dignità. E alla dignità non si rinuncia"".
""Lucia Annibali ha proposto un emendamento e ha detto 'prendiamoci del tempo'. Ai tavoli avevamo detto che eravamo disponibili anche ad accettare che la prescrizione potesse essere cancellata, ma solo dopo l'Appello"".
""Il ministro della giustizia Bonafade ha detto che stasera ci sarà il voto sul Lodo Conte Bis, un pasticcio da azzeccargarbugli che non sta in piedi. Allora noi non ci andiamo. E il presidente del Consiglio non può dire 'assenza ingiustificata'. Perché non è il preside di una scuola"".
Renzi a Conte, se vuoi altra maggioranza ti aiuto
""Presidente la palla tocca a te"", dice Renzi rivolgendosi a Conte. ""Noi non abbiamo aperto la crisi, non facciamo polemiche"". ""Tu puoi cambiare maggioranza, presidente del Consiglio. Se noi siamo opposizione, voi non avete la maggioranza. Non puoi dire che siamo opposizione maleducata: se vuoi cambiare maggioranza fallo, ti daremo una mano"".

L'attacco di Conte a Iv: ""Vostra opposizione maleducata, chiarite a italiani""
""Iv un giorno sì e l'altro pure dichiara che vuole produrre un atto di sfiducia nei confronti del ministro Bonafede, Iv vota costantemente con le opposizione in questi giorni"".
""A parte che alcune di queste iniziative sono illogiche, io sfido gli italiani a comprendere come può un compagno di viaggio minacciare la sfiducia di un ministro che non è solo il capo delegazione della principale forza di maggioranza relativa, ma è anche il ministro che abbiamo lodato tutti per la riforma del processo civile"".
		          	
		        
		        	Politica
		        	
			        	Giustizia, Pd, M5S e Leu hanno deciso: niente lodo prescrizione in Consiglio dei ministri 
			      	di LIANA MILELLA
			      	
		    
""Occorre lavorare con spirito costruttivo - ha aggiunto il capo dell'Esecutivo - e mettere da parte l'esigenza di smarcamenti politici"" predisponendosi a trovare ""una mediazione"". ""Io mi siedo al tavolo e offro la garanzia di ascoltare le ragioni di tutti, non è mai successo che le quattro forze politiche"" della maggioranza ""non abbiano avuto pari dignità. Se poi un'idea non viene accettata non si può pensare che si voti con l'opposizione"".
Poi, riferendosi, senza citarlo, a Matteo Renzi, l'affondo: ""Dire 'io mi ritengo l'alfiere del garantismo', dire che 'senza di me le garanzie costituzionali non esistono', questa è una posizione un po' irragionevole se ci predispone al confronto nella piena correttezza"", ha detto il presidente del Consiglio, Giuseppe Conte.
Conte: ""Non sedersi al tavolo del Cdm assenza ingiustificata""
""Bonafede è un ministro - ha proseguito il premier- che si è intestato una riforma della prescrizione che a non tutti piace ed è già in vigore, ma attenzione: si può non condividere ma è per questo che ci si siede attorno a un tavolo e si lavora insieme. Il ministro Bonafede si è reso disponibile a superare quella norma, siamo arrivati a lodo Conte, poi a una mediazione ancora più avanzata"".
		          	
		        
		        	Politica
		        	
			        	Prescrizione, maggioranza spaccata alla Camera. Iv vota l'ordine del giorno dell'opposizione
			      	di LIANA MILELLA
			      	
		    
""Non c'è nemmeno più la norma Bonafede - continua il premier - quindi lo si insulta per cosa? Lo si sfiducia per cosa? Perché da giovane trascorreva qualche nottata in discoteca a fare il dj? Io l'ho conosciuto per aver fatto un dottorato di ricerca all'università di Pisa"".
""Il non sedersi al tavolo quando si ha un incarico istituzionale - sottolinea il presidente del Consiglio a proposito della possibile assenza di Iv al Cdm - non sarebbe un fatto da trascurare, la riterrei un'assenza ingiustificata"".
Conte: ""Sono cose che si possono accettare da un partito di maggioranza?""
""Son tutte cose che da un partito di opposizione che volesse fare una opposizione aggressiva e maleducata si possono anche accettare, ma chiedo agli italiani: da un partito di maggioranza si possono accettare? Credo che Iv debba darci un chiarimento, ma non a me, a tutti gli italiani"". ""I ricatti - ricorda il premier - non sono accettati da nessuno"". Per lavorare il clima non può essere questo.

Zingaretti: ""Reagire a fibrillazioni Iv""
""Condivido la forte preoccupazione e il richiamo alla serietà del presidente del consiglio. È una sua prerogativa reagire a fibrillazioni che a questo punto è giusto vengano prese sul serio. Bisogna chiedere maggiore collegialità"". Così Nicola Zingaretti, in conferenza stampa, a proposito delle parole di Conte rivolte a Italia viva.
""Io non credo che siamo in presenza di una crisi che nessuno ha dichiarato - - ha spiegato Zingaretti -  Conte ha chiesto un atto di chiarezza e per questo chiedo che si vada avanti con un Piano per l'Italia""."
13;"Renzi: ""Garantismo e giustizialismo non sono la stessa cosa"""
13;"Renzi, non andiamo al Cdm e Conte non è il preside"
13;"Renzi a Conte, se vuoi altra maggioranza ti aiuto"
13;"L'attacco di Conte a Iv: ""Vostra opposizione maleducata, chiarite a italiani"""
13;"Conte: ""Non sedersi al tavolo del Cdm assenza ingiustificata"""
13;"Conte: ""Sono cose che si possono accettare da un partito di maggioranza?"""
13;"Zingaretti: ""Reagire a fibrillazioni Iv"""
14;"
             RepTv
            "
14;"
             RepTv
            "
14;"
             Retroscena
            "
14;"
             RepTv
            "
14;"
             L'intervista
            "
14;"
             Rep:
            "
14;"
            Coppa Italia in diretta.
           "
14;"
            1-1
           "
14;"
            · Il tabellone
           "
14;"
             Video
            "
14;"
             RepTv
            "
14;"
             RepTv
            "
14;"
             Mappa
            "
14;"
            "
14;"
             Rep:
            "
14;"
            RepTv
           "
14;"
            Video
           "
14;"
            RepTv
           "
14;"
            RepTv
           "
14;"
           "
14;"
           "
14;"
            La cronaca
           "
14;"
            Video
           "
14;"
           "
14;"
            LA GUIDA
           "
14;"
             Salvini attacca Repubblica senza citarla
            "
14;"
             video
            "
14;"
             RepTv
            "
14;"
            video
           "
14;"
             50 regali per San Valentino
            "
14;"
            continua...
           "
14;"
            ASCOLTA LA RUBRICA
           "
14;"
            TUTTI GLI AUDIO DI REPUBBLICA
           "
14;"
             Video
            "
14;"
            Speciale
           "
14;"
            Buone notizie per il Pianeta
           "
14;"
             Il sito
            "
14;"
            L'intervista
           "
14;"
            Il dossier
           "
14;"
            
             a cura di GEDI VISUAL
            
           "
14;"
            Lo speciale
           "
14;"
            
             a cura di G. MORESCO, L. PERTICI, G. SCORZA BARCELLONA
            
           "
14;"
            L'intervista
           "
14;"
            La storia
           "
14;"
            Foto
           "
15;"Sezioni"
15;"Iniziative"
15;"Tablet e smartphone"
15;"Servizi"
15;"In consiglio dei ministri solo il processo penale per farne un disegno di legge delega. La prescrizione, invece, viene solo discussa e diventerà una proposta di legge firmata dai capigruppo di Pd, M5S e Leu della commissione Giustizia della Camera. Ma la stessa proposta potrebbe anche diventare un emendamento nel ddl Costa, in aula il 24 febbraio a Montecitorio, il cui obiettivo è tutt'altro, cancellare la prescrizione ""corta"" di Bonafede. Sono queste le ultime news sulla querelle giustizia che, al di là dello scontro politico, vede due punti fermi. Il primo è il primo e concreto passo in avanti del ddl sul processo penale. Il secondo è, come vedremo, la definizione del lodo sulla prescrizione, il cui destino politico però riserverà ancora molte sorprese e molta tensione nella maggioranza. 
 
		          	
		        
		        	Politica
		        	
			        	Prescrizione, scontro Renzi-Conte: ""Premier vuole crisi?"". Palazzo Chigi: ""Sembra all'opposizione""
			      	di ALBERTO CUSTODERO
			      	
		    
Il cammino del processo penale invece è già definito. E lo è anche la via per risolvere il guazzabuglio della prescrizione. Si va nella seguente direzione. Il Guardasigilli Alfonso Bonafede porta ai colleghi la sua definitiva proposta sulla riforma del processo che contiene una novità importante sui tempi della sua durata. Sempre due anni per la fase di appello, e sempre un anno in Cassazione, ma un tempo variabile in primo grado a seconda della gravità dei reati. Un anno per quelli meno gravi, due anni per gli altri. Con una possibilità di deroga per i processi con più imputati, tipo maxi-processi o comunque dibattimenti complessi.
 rep
		    
		          	
		        
		        	Approfondimento
		        	
			        	Prescrizione, il lodo bis del premier Conte nel Milleproroghe. Poi la fiducia alle Camere
			      	di LIANA MILELLA
			      	
		    
Novità anche per il disciplinare sui giudici 'lumaca'. Un tema che tiene in allarme le toghe e ha anche portato a un altolà non solo dell'Anm, ma anche di tutti i magistrati durante le cerimonie per l'apertura dell'anno giudiziario. L'accertamento disciplinare scatterà nel caso in cui l'imputato chieda di accelerare il processo di appello per sue ragioni di vita, ad esempio un concorso cui deve partecipare. Il giudice avrà sei mesi di tempo per avviarlo. Se invece ritarda vedrà la scure disciplinare precipitare su di lui. Nel ddl delega invece non ci sarà tutto il capitolo del Csm, sistema elettorale e regole per eleggere i membri laici. Il vice presidente del Csm David Ermini ha più volte espresso pubblicamente le sue critiche sull'ipotesi del sorteggio (che comunque è già stato sostituito con un sistema di voto a doppio turno) e sulla esclusione dei parlamentari quali possibili componenti del Csm. In questo modo, inoltre, il ddl sul penale si snellisce, anche perché perde pure le nuove regole sulle cosiddette ""porte girevoli"", cioè lo stop alle toghe che scendono in politica di rientrare in magistratura.
 
Ma veniamo al lodo Conte-bis sulla prescrizione, ormai il piatto forte che ha spaccato la maggioranza. Il consiglio dei ministri se ne occupa solo per valutare il testo definitivo messo a punto in una ennesima riunione in via Arenula tra Bonafede, il Pd, e Leu, dove siede anche l'avvocato Federico Conte che materialmente ha inventato le nuove regole del lodo. Ma non ci sarà un disegno di legge del governo, né tantomeno un decreto. Il ""veicolo"" ormai certo sarà una proposta di legge firmata dai tre capigruppo della maggioranza in commissione Giustizia. Poi, quel contenuto, potrebbe anche diventare un emendamento alla pdl Costa in aula per il voto il 24 febbraio.
 
Ma come funziona il lodo? Il testo è rimasto identico a quello deciso dieci giorni fa nell'ultimo vertice sulla giustizia e battezzato da Bonafede come il lodo Conte-bis. Nel senso che, rispetto alla sua prescrizione ""corta"" originaria - si ferma dopo il primo grado per tutti i processi - si passa a una distinta per assolti e condannati. Per i primi la prescrizione continua a correre. Ma, su richiesta di Bonafede e dopo un paio di riunioni con Pd e Leu, ci potrà essere una sua sospensione solo qualora la prescrizione rischi di scadere, in modo da celebrare il processo d'appello, se il pm ovviamente impugna.  Per i condannati invece la prescrizione si ferma. Il processo deve essere celebrato in tempi rapidi. Se l'imputato viene condannato di nuovo si ferma definitivamente, altrimenti se viene assolto potrà recuperare con un bonus un tempo pari alla prescrizione perduta. 
 
Ma mentre la maggioranza continua a lavorare sul lodo in Parlamento prosegue l'offensiva dei renziani. Che oggi, ancora una volta hanno votato con il centrodestra, Lega, Forza Italia e Fdl. È accaduto al Senato, in commissione Giustizia, dove erano stati dichiarati ammissibili gli emendamenti di Fi Monaco-Caliendo contro la prescrizione di Bonafede e proposti nel decreto legge sulle intercettazioni. Non sono passati perché il voto è finito in parità, 12 a 12.  Ma si tratta solo della prima minaccia concreta del potere di veto che Italia viva ha al Senato dove i numeri della maggioranza sono risicati, e che potrebbe costringere la maggioranza a mettere la fiducia anche sulle intercettazioni entro la fine di febbraio quando il decreto scade, nonché su tutti i provvedimenti nei quali il forzista Enrico Costa minaccia  adesso di inserire ogni volta emendamenti sulla prescrizione. ""Voglio proprio vedere se la maggioranza avrà il coraggio di mettere la fiducia su tutti i decreti o e disegni di legge, devono scendere a patti altrimenti sarà la guerra"", minaccia Costa, che alla Camera esulta per il risultato della Commissione Giustizia Senato.
 
 "
16;"Sezioni"
16;"Iniziative"
16;"Tablet e smartphone"
16;"Servizi"
16;"Le ministre di Italia viva Teresa Bellanova ed Elena Bonetti non prenderanno parte al Consiglio dei ministri di questa sera sul processo penale, e dove si deciderà di trasformare il lodo Conte bis sulla prescrizione, che sta dilaniando la maggioranza, in una proposta di legge, come stabilito oggi da Pd, M5S, Leu.
Intanto, in mattinata, è stato bocciato l'emendamento sulla prescrizione proposto da Forza Italia al decreto intercettazioni, che è all'esame della commissione Giustizia del Senato. Ha avuto 12 voti a favore e 12 contrari (il pareggio al Senato equivale a un no.  Il senatore di Italia viva Giuseppe Cucca ha votato insieme all'opposizione. Sull'emendamento,che riproponeva il lodo Costa, Cucca aveva chiesto il voto per parti separate.
Questi due episodi testimoniano una volta di più le pesanti divisioni dentro la maggioranza sulla giustizia, con i renziani di Italia viva sul piede di guerra ormai da settimane, per contrastare la riforma Bonafede sulla prescrizione.
La ministra Bellanova è in queste ore impegnata in una visita istituzionale a Mosca, ma l'assenza dal Cdm, sarebbe anche un modo per ribadire la distanza sulla condotta del governo: ""Non andiamo stasera al Consiglio dei ministri, perché siamo contrari al lodo Conte e quindi per coerenza non ci saremo. Il testo del lodo Conte bis se lo voteranno gli altri partiti della maggioranza"", spiegano fonti qualificate di Italia viva all'Ansa, motivando così l'annunciata assenza delle due ministre renziane in Cdm. Ora, come detto, alla fine non ci sarà alcun voto sulla prescrizione, ma ciò non accorcia le distanze nella maggioranza. 
La polemica è senza esclusione di colpi. ""Sulla battaglia della giustizia giusta non molliamo perché è una questione di civiltà. Ci sono più di mille innocenti mandati in carcere ogni anno. Lo Stato spende milioni e milioni di euro per i casi di malagiustizia. La Corte Costituzionale ha affrontato ieri i primi ricorsi contro le leggi di Bonafede dello scorso anno e ha già pronunciato la prima sentenza di incostituzionalità. E chiaramente incostituzionale è anche la proposta contenuta nel cosiddetto Lodo Conte. Dunque: su questo tema, non si molla"", scrive Matteo Renzi in un'edizione straordinaria della enews, annunciando un'iniziativa a Roma. ""Giustizia giusta"", il 27 febbraio.
""Noi con i garantisti -sottolinea- gli altri con i giustizialisti. Perché il garantismo sta al giustizialismo come la democrazia sta alla dittatura. Ieri, intanto, si è votato il Lodo Annibali alla Camera: se fosse passata la proposta di Lucia Annibali, sarebbe tornata in vigore la legge del Pd fatta da Orlando Gentiloni. Invece il Pd - incredibilmente - pur di votare contro Italia Viva, ha tenuto in vigore la legge populista fatta da Bonafede Salvini. A tutti quelli che mi dicono: ma perché hai fatto la scissione? Da ieri posso rispondere anche: perché un partito che sceglie il giustizialismo contro il garantismo non è più casa mia"".
""E ho come l'impressione -prosegue- che i riformisti del Pd non abbiano compreso che cosa ci sia scritto dentro il Lodo Conte. Appena lo leggeranno e lo capiranno ci sarà da divertirsi. Per chi è interessato a seguire nel merito suggerisco di seguire il presidente dell'Unione delle Camere Penali, Gian Domenico Caiazza. Quanto a Bonafede, che ci accusa di molestarlo (ma l'ex DJ avrà mai letto il codice penale? Lo sa che la molestia è un reato?), noi auguriamo al Ministro buon lavoro. Gli diamo due mesi di tempo. Se le cose cambiano, bene. Altrimenti ci vediamo in Senato"".
Su Repubblica Maria Elena Boschi aveva spiegato il senso della battaglia sulla giustizia: ""Se il governo diventa giustizialista non possiamo accettarlo"".rep
		    
		          	
		        
		        	Intervista
		        	
			        	Italia Viva, Boschi: “Se il governo diventa giustizialista non possiamo accettarlo”
			      	di GIOVANNA CASADIO
			      	
		    
Tra Pd e Italia viva volano gli stracci.
""L'atteggiamento di Italia viva va assumendo le caratteristiche di un mix tra mastellismo e bertinottismo: negoziare allo stremo in una logica di forche caudine da un lato, giocare al più uno per non chiudere mai un accordo dall'altro"". A scriverlo su Twitter è Enrico Borghi, della presidenza del gruppo Pd alla Camera. ""Agli originali non andò molto bene. Meglio pensarci"", avverte l'esponente dem.L'atteggiamento di IV va assumendo le caratteristiche di un mix tra mastellismo e bertinottismo: negoziare allo stremo in una logica di forche caudine da un lato, giocare al “più uno” per non chiudere mai un accordo dall'altro. Agli originali non andò molto bene. Meglio pensarci— Enrico Borghi (@EnricoBorghi1) February 13, 2020 
""Il problema è che le scelte si devono fare dentro maggioranza, noi lavoriamo per rimodulare la prescrizione, dà più risultati fare cose dentro maggioranza che non con blitz con l'opposizione, indebolisce il governo e non credo che questo convenga anche perché le priorità sono altre"". Così il vicesegretario Pd Andrea Orlando, a 'Start' su Skytg24, dopo la scelta di Iv di votare con le opposizioni, ""Non mi piacciono i toni né da Iv né da Bonafede, bisogna trovare in concreto la soluzione, non si tratta di slogan ma di meccanismi per giusto processo"".
Lasciare il governo ""impantanato all'infinito"" sulla prescrizione ""non è un bene per il governo, ma i governi possono cambiare e si può andare a votare"", ha aggiunto. ""Non siamo interessati a questo disegno"", risponde all'ipotesi di dar vita a nuove maggioranze in caso di crisi.
 "
17;"Sezioni"
17;"Iniziative"
17;"Tablet e smartphone"
17;"Servizi"
17;"La maggioranza respinge il ""Lodo Annibali"" sul rinvio di un anno della prescrizione con 49 no a 40 sì. Nonostante Italia Viva abbia votato l'emendamento al Milleproroghe della sua deputata trovandosi schierata con le opposizioni. Dunque le commissioni Affari costituzionali e Bilancio della Camera hanno detto no alla proposta renziana di rinviare di un anno la riforma Bonafede sulla prescrizione. Il governo aveva dato indicazione di voto contrario alla proposta renziana. Le commissioni hanno votato no anche ad un altro emendamento, sempre di Lucia Annibali, di contenuto identico, con la variante del ritorno in vita della legge Orlando.rep
		    
		          	
		        
		        	Approfondimento
		        	
			        	Prescrizione, Conte allo scontro con Renzi: “Basta arroganza e diktat”
			      	di GOFFREDO DE MARCHIS
			      	
		    Le reazioni al voto
""Siamo determinati ad andare avanti e nei prossimi giorni avremo finalmente la riforma del processo penale, così come previsto dal programma di governo, e la modifica alla prescrizione. Sia chiaro, per onore di cronaca, che se sarà in vigore la legge Bonafede ancora per un po' è solo per merito di Italia Viva"", commenta il vice capogruppo Pd alla Camera dei Deputati Michele Bordo.
""È stata una lenta e lunga agonia questo voto, oggi si sono organizzati e il mio emendamento è stato respinto. È stata una scelta di poco buon senso, irragionevole, che non possiamo sostenere per questione di merito, di diritto, di principi"", replica Annibali.Focus - Prescrizione, la posta in gioco
		 
         
    						
											
						in riproduzione....
					
				
			
    	
    	
        
	         
	         	
	         		Condividi
	         	 
	         
        
        
    
    Solidarietà a Lucia Annibali, presa di mira dagli hater
Dopo il voto scoppia però un caso che riguarda proprio la deputata renziana. Matteo Renzi, infatti, denuncia su Facebook gli attacchi che sta ricevendo Annibali. ""Lei si chiama Lucia Annibali. È una donna, fa l'avvocato, è una bravissima parlamentare. Sta facendo una dura campagna per modificare la legge sulla prescrizione - scrive l'ex premier - I professionisti dell'odio non rispondono sui contenuti ma la attaccano esaltando, citandolo per nome e cognome, l'uomo che anni fa le ha gettato acido sul volto, sfregiandola. Mi fanno schifo. Spero che tutti i parlamentari - comunque la pensino sulla prescrizione, anche quelli che non sono d'accordo con Annibali - e le persone perbene siano a fianco di Lucia, del suo dolore, della sua intelligenza. Noi siamo con Annibali. E contro questi meschini profeti dell'odio. Ti vogliamo bene Lucia"".
L'odio scatenato contro Annibali diventa subito preminente sulla vicenda politica della prescrizione. Il Pd esprime tutta la sua solidarietà con una nota ufficiale di Enrico Borghi e Emanuele Fiano. ""Esprimiamo tutta la solidarietà e vicinanza, nostra e dei deputati e delle deputate del Pd, alla collega e amica Lucia Annibali, vittima di parole infami e indegne sui social. La conosciamo come donna forte e preparata e siamo sicuri che non saranno certo questi attacchi vigliacchi ad intimorirla. Resta lo sconcerto per parole tanto crudeli e la più ferma condanna di quanto accaduto"", dicono i deu deputati dem.
""La deriva di odio sui social non conosce da tempo limiti, ma oggi si è passato il segno con i vergognosi insulti e le minacce a Lucia Annibali sulla sua pagina Facebook per l'emendamento che porta il suo nome sullo stop alla riforma della prescrizione - dice Anna Maria Bernini, capogruppo di Forza Italia al Senato - Una battaglia di civiltà che non piace agli infami della tastiera: qualcuno ha esaltato perfino il criminale che le gettò l'acido sul volto. A Lucia un grande abbraccio, e alla polizia postale la richiesta di individuare al più presto questi vigliacchi che avvelenano la politica e la convivenza sociale"".
Si schiera con la deputata di Italia Viva anche il Movimento Cinque Stelle. ""La mia totale solidarietà a Lucia Annibali che è stata bersaglio di una violenza verbale inaudita. Le scelte politiche, gli ideali, le ragioni o i torti qui non c'entrano nulla. La cultura dell'odio è in ogni caso inammissibile e dobbiamo combatterla tutti insieme"", scrive su Twitter la vicepresidente del Senato Paola Taverna. Attestati di stima e solidarietà arrivano da tutto il mondo politico.La mia totale solidarietà a Lucia Annibali che è stata bersaglio di una violenza verbale inaudita. Le scelte politiche, gli ideali, le ragioni o i torti qui non c'entrano nulla. La cultura dell'odio è in ogni caso inammissibile e dobbiamo combatterla tutti insieme.— Paola Taverna (@PaolaTavernaM5S) February 12, 2020 
L'interessata posta lo screenshot dei post di chi, per criticare la sua battaglia sulla prescrizione, ha scelto di inneggiare all'uomo che le ha gettato dell'acido sul viso. Annibali dice che ""questo è un classico esempio di quanto subiscono le donne che si espongono pubblicamente con le loro idee: insulti sessisti, minacce, violenza verbale"". ""Nel mio caso  - dice la deputata di Italia Viva - la mia vicenda personale usata come un'arma di offesa con l'intento preciso di limitare la mia libertà d'espressione. Stia pur certo il signore, che ovviamente non ci mette la faccia, che non mi lascerò intimidire né da lui né da nessun altro""."
17;"Lucia Annibali"
17;"Michele Bordo"
17;"Matteo Renzi"
17;"Enrico Borghi"
17;"Emanuele Fiano"
17;"Anna Maria Bernini,"
17;"Paola Taverna"
18;"Sezioni"
18;"Iniziative"
18;"Tablet e smartphone"
18;"Servizi"
18;"""Luca Varani sei il mio mito"". ""Onore e grazie a Luca Varani, hai fatto il tuo dovere da uomo per una misera infame"". Le offese a Lucia Annibali, la deputata renziana che ha presentato l'emendamento per rinviare il blocco della prescrizione, si spingono fino a toccare una drammatica vicenda personale. Quelle ricevute su Facebook celebrano infatti l'ex fidanzato della parlamentare, ovvero l'uomo che nel 2013 la fece sfregiare con l'acido.
		          	
		        
		        	Politica
		        	
			        	Riforma Bonafede sulla prescrizione, bocciato il lodo della renziana Annibali. Italia Viva vota con le opposizioni
			      	
		    
È stata la stessa Annibali, oggi pomeriggio, a pubblicare sul suo profilo gli insulti di Stefano Coluzzi, nome che corrisponde a una falsa identità: ""Un classico esempio di quanto subiscono le donne che si espongono pubblicamente con le loro idee: insulti sessisti, minacce, violenza verbale. Nel mio caso, la mia vicenda personale usata come un'arma di offesa con l'intento preciso di limitare la mia libertà d'espressione. Stia pur certo il signore, che ovviamente non ci mette la faccia, che non mi lascerò intimidire"", ha scritto la deputata. Che al telefono rivela: ""Ricevo decine di insulti sui social, messaggi o post che finora ho quasi sempre cancellato. È da settimane che va avanti così: questo fenomeno si è intensificato da quando ho presentato l'emendamento sulla prescrizione. Ma già precedentemente, quando ho aderito a Italia Viva e anche quando mi sono  candidata con il Pd, ero stata bersaglio di commenti che si riferiscono alla mia vicenda personale"".
Lucia Annibali bolla queste offese ""come gesti di persone ignoranti: qualcuno addirittura mi chiede come mi sentirei se il mandante dell'aggressione nei miei confronti  avesse beneficiato della prescrizione. Una cosa che non c'entra nulla. Nel caso specifico, il mio ex fidanzato è stato condannato a vent'anni con il rito abbreviato, al quale non mi sono opposta per liberarmi al più presto. Ma questa escalation di offese, insulti e minacce è insopportabile. Io non amo sollevare  polveroni però la misura è davvero colma"".
Alla deputata è giunta una solidarietà bipartisan: dal ministro della Giustizia Bonafede (firmatario della riforma contro cui si batte la Annibali) al presidente della Camera Fico, da Giorgia Meloni a Mara Carfagna. ""Ringrazio tutti. Non mi illudo che l'odio sui social si spenga. Ma di certo non indietreggio""."
20;"Sezioni"
20;"Iniziative"
20;"Tablet e smartphone"
20;"Servizi"
